city,country,archetype,lat,lon,seed,ssp,epoch,mc,dGW,method,mean_dmg_final,mean_p_liq,mean_pga_g,gw_base_m,vs30_mu,n_nodes_graph
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,8,0.0,B0_static_hazus,0.2971492274026505,0.34812540663541697,0.23570209950900742,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,8,0.0,B4_cgstg_full,0.5625558685498684,0.28485696587892867,0.1938902614671525,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,9,0.0,B0_static_hazus,0.25385750010230496,0.2859626332595874,0.2134000104708755,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,9,0.0,B4_cgstg_full,0.6469928099289952,0.26315638880961983,0.20170586410360386,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,10,0.0,B0_static_hazus,0.26481136381175036,0.26773445079685654,0.22576818158671852,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,10,0.0,B4_cgstg_full,0.6303135075535196,0.25858572983437206,0.2016399248594728,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,11,0.0,B0_static_hazus,0.2413445885577328,0.258807929481898,0.201576532996016,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2020,11,0.0,B4_cgstg_full,0.6605724271618866,0.3215225604551265,0.22515040559085467,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,0,0.219202544075694,B0_static_hazus,0.26507365612535216,0.2606152742812402,0.2074636607571792,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,0,0.219202544075694,B4_cgstg_full,0.621790444187138,0.2822968369871156,0.20108733026439313,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,1,0.19374531900291633,B0_static_hazus,0.27241019910315617,0.29327339843194955,0.22534481877887066,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,1,0.19374531900291633,B4_cgstg_full,0.6187826571752768,0.2787451501994263,0.19966995872425,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,2,0.06884656181924656,B0_static_hazus,0.2290592076687147,0.2253046588511771,0.18178256484616742,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,2,0.06884656181924656,B4_cgstg_full,0.5743649712630855,0.24623579023970332,0.1914776302918266,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,3,0.17935416278993985,B0_static_hazus,0.27158332787323464,0.31662280480275046,0.21296578816380132,2.493199838083051,221.6618274663144,120
Tianjin,China,deltaic,39.1421,117.1767,0,Control-NoCC,2100,3,0.17935416278993985,B4_cgstg_full,0.6384151917385569,0.28861436333610746,0.22339162600438758,2.493199838083051,221.6618274663144,120
